@relation pola_csv

@attribute H numeric
@attribute G numeric
@attribute Epoch {K161D,K15CO,K1642}
@attribute M numeric
@attribute Peri. numeric
@attribute Node numeric
@attribute Incl. numeric
@attribute e numeric
@attribute n numeric
@attribute a numeric
@attribute #Obs numeric
@attribute #Opp numeric
@attribute rms numeric
@attribute Per {M-v,M-h,M-c,M-N}
@attribute ts {3Eh,8.0,38h,08h}
@attribute Hazard {T,F}

@data
-1.173039,0.15,K161D,0.74135,0.639344,1.108491,0.732655,0.482943,0.296184,0.742019,-0.342951,-0.456026,0.43,M-v,38h,F
1.595583,0.15,K161D,0.612926,-1.728051,1.586185,-0.765555,0.341015,0.489806,-0.30765,-0.338188,-0.456026,0.35,M-v,3Eh,F
0.50791,0.15,K161D,1.49402,0.877647,0.27697,1.745174,0.424333,0.639944,-0.737771,-0.390588,-0.456026,0.5,M-v,3Eh,F
-2.49143,0.15,K161D,-0.059191,-0.567596,-1.597125,-0.043294,0.771822,0.28318,0.853964,2.624818,5.334781,0.67,M-v,3Eh,F
-1.370798,0.15,K161D,-1.057638,-0.092717,-0.506662,3.869736,0.557082,0.70197,-0.869614,-0.128586,2.077452,0.47,M-h,3Eh,F
-1.337838,0.15,K161D,0.646403,1.712912,-0.503368,1.073243,0.483624,0.725417,-0.914519,0.390655,2.439377,0.47,M-h,3Eh,F
1.002307,0.15,K161D,-0.232091,-1.173456,-1.665036,-0.235961,0.359893,0.547339,-0.495661,-0.41917,-0.456026,0.41,M-v,3Eh,F
0.013514,0.15,K161D,0.533209,-0.344499,0.510752,-0.989091,0.671009,1.052035,-1.359588,-0.323896,-0.456026,0.69,M-v,3Eh,F
-1.898154,0.15,K161D,-1.315283,1.326647,1.674254,2.727534,0.462716,0.37932,0.181845,1.524409,2.439377,0.43,M-h,3Eh,F
0.50791,0.15,K161D,-1.334784,0.487005,-1.057426,-0.940995,0.657141,0.573076,-0.56947,-0.261969,-0.456026,0.33,M-v,3Eh,F
1.529664,0.15,K161D,-0.489431,-0.613599,1.711066,-0.898624,0.134062,0.85649,-1.127055,-0.128586,-0.456026,0.4,M-v,3Eh,F
0.079433,0.15,K161D,-1.038343,0.470953,-1.441571,4.405092,0.226732,0.958002,-1.257654,-0.404879,-0.456026,0.64,M-v,3Eh,F
-1.733355,0.15,K161D,-0.674345,0.581116,-1.024154,2.324944,0.643065,0.498756,-0.339264,2.177032,7.144408,0.57,M-h,3Eh,F
1.265985,0.15,K161D,0.946086,-0.804261,0.686342,-0.072986,0.156477,0.88179,-1.161942,-0.466807,-0.456026,0.26,M-v,3Eh,F
-0.546803,0.15,K161D,-0.574893,-1.299027,0.853931,-0.556977,0.459335,0.313843,0.602493,-0.176223,-0.456026,0.61,M-v,38h,F
1.002307,0.15,K161D,0.385289,-0.268979,1.765347,-0.012676,0.417081,0.432463,-0.079634,-0.447752,-0.456026,0.77,M-v,3Eh,F
0.474951,0.15,K161D,-0.279947,-0.172749,-0.288346,-0.915262,0.231982,0.673345,-0.811286,-0.271496,-0.456026,0.41,M-v,3Eh,F
0.870468,0.15,K161D,-1.473275,1.071552,-0.124403,-0.437067,0.686357,0.207751,1.72464,-0.390588,-0.456026,0.34,M-v,3Eh,F
-0.810481,0.15,K161D,-1.034989,1.555239,-0.303201,1.95787,0.702395,0.197715,1.881258,-0.314369,-0.456026,0.56,M-v,3Eh,F
-0.019446,0.15,K161D,0.91078,-1.570359,-1.573422,-0.473367,0.432534,0.294976,0.752074,-0.357242,-0.456026,0.27,M-v,38h,F
-2.161833,0.15,K161D,1.378851,0.34216,1.051898,-0.143979,0.653747,0.289526,0.798286,1.853103,5.696706,0.53,M-h,3Eh,F
-1.700396,0.15,K161D,1.517534,0.086187,-1.340497,-0.065452,0.523835,0.223688,1.50027,0.400182,1.353601,0.62,M-v,38h,F
1.529664,0.15,K161D,0.044169,0.236301,0.133626,-0.817456,0.60807,0.238106,1.319068,-0.428697,-0.456026,0.2,M-v,3Eh,F
1.331905,0.15,K161D,1.181197,1.465611,1.787429,-1.078365,0.501531,0.337043,0.437906,-0.309605,-0.456026,0.5,M-v,3Eh,F
0.211272,0.15,K161D,-1.105433,0.881412,-1.64563,-0.884048,0.280222,0.916499,-1.207176,0.766985,0.267825,0.53,M-v,3Eh,F
0.277192,0.15,K161D,-0.897426,-1.389459,0.118086,-0.973318,0.373161,0.391807,0.115114,-0.41917,-0.456026,0.44,M-v,38h,F
-0.349044,0.15,K161D,-1.650061,-0.851741,-0.266474,1.673256,0.564525,0.431298,-0.074479,-0.257205,-0.456026,0.59,M-v,3Eh,F
-1.238958,0.15,K161D,1.453831,-1.729626,-1.414593,1.934338,0.354508,0.436816,-0.09868,-0.304842,0.62975,0.47,M-v,38h,F
-1.931114,0.15,K161D,0.056138,-0.389426,0.695986,1.018801,0.688758,0.406897,0.039052,1.462481,2.801303,0.4,M-h,3Eh,F
-0.843441,0.15,K161D,0.625777,-1.310187,0.079067,0.901801,0.404633,0.311248,0.622165,-0.180986,-0.094101,0.49,M-v,38h,F
1.331905,0.15,K161D,-0.58167,1.033701,0.05355,-0.95224,0.633699,0.330102,0.485125,-0.362006,-0.456026,0.49,M-v,3Eh,F
0.013514,0.15,K161D,-0.657188,0.702274,0.621065,0.122334,0.473628,0.7305,-0.923934,-0.157168,-0.456026,0.49,M-v,3Eh,F
0.738629,0.15,K161D,0.643486,-1.502259,-0.700833,-0.938586,0.449309,0.415562,-0.002535,-0.233387,-0.456026,0.4,M-v,3Eh,F
-0.316084,0.15,K161D,0.79125,1.113598,1.713627,0.794526,0.361564,0.707956,-0.881314,-0.295314,0.267825,0.56,M-v,3Eh,F
-0.480883,0.15,K161D,-1.373378,1.150496,1.269938,0.658817,0.517738,0.294687,0.754487,-0.36677,-0.094101,0.39,M-v,3Eh,F
-0.546803,0.15,K161D,-1.665896,-0.906313,1.319588,-0.606125,0.353972,0.389737,0.125928,-0.304842,-0.094101,0.59,M-v,38h,F
0.870468,0.15,K161D,-1.644265,-1.408368,1.009757,-1.000456,0.120221,1.059374,-1.366905,-0.414406,-0.456026,0.36,M-v,3Eh,F
1.298945,0.15,K161D,0.518926,1.663882,-1.567376,-0.767048,0.513031,0.306208,0.661169,-0.41917,-0.456026,0.32,M-v,3Eh,F
-1.634476,0.15,K161D,1.413791,-0.392932,-0.38648,0.118809,0.25493,0.437084,-0.099843,1.986485,4.249005,0.54,M-v,38h,F
0.112393,0.15,K161D,-0.112538,-0.590842,1.093617,-1.086003,0.70712,0.437916,-0.103446,-0.457279,-0.456026,0.42,M-v,3Eh,F
-0.217205,0.15,K161D,-1.626111,0.39303,-0.533643,0.433489,0.105802,0.961568,-1.261821,-0.285787,-0.094101,0.42,M-v,3Eh,F
1.068227,0.15,K161D,-1.287274,1.569342,-0.234976,-0.353692,0.237357,0.634227,-0.724544,-0.381061,-0.456026,0.69,M-v,3Eh,F
-0.744562,0.15,K161D,-1.12521,-1.021346,1.647975,0.239068,0.659671,0.258939,1.087336,-0.147641,-0.094101,0.58,M-v,3Eh,F
1.002307,0.15,K161D,-0.793189,-1.193252,1.541856,-0.623596,0.277789,0.613061,-0.673792,-0.385824,-0.456026,0.27,M-v,3Eh,F
2.08998,0.15,K161D,-1.320949,-1.507839,-0.952577,-1.018806,0.049158,0.947205,-1.244877,-0.214332,-0.456026,0.97,M-v,3Eh,F
-0.546803,0.15,K161D,0.749518,1.267659,1.499947,2.245085,0.524545,0.8791,-1.158312,0.000033,-0.094101,0.38,M-v,3Eh,F
0.441991,0.15,K161D,1.498335,1.336089,-0.39725,1.990593,0.160891,0.711661,-0.888473,-0.390588,-0.456026,0.48,M-v,3Eh,F
0.013514,0.15,K161D,-0.413176,1.632003,1.625112,-0.528638,0.212632,0.509025,-0.374389,-0.266732,-0.456026,0.4,M-v,38h,F
-1.07416,0.15,K161D,-0.643115,-0.559842,-0.594438,0.545698,0.701952,0.324423,0.525002,-0.352479,0.991676,0.14,M-v,3Eh,F
-0.744562,0.15,K161D,1.42624,-0.742123,-0.993925,-0.597864,0.472103,0.26435,1.032154,-0.171459,-0.456026,0.49,M-v,38h,F
-0.546803,0.15,K161D,-1.520152,-1.602891,-1.339125,-0.544019,0.363186,0.47059,-0.236414,0.766985,0.267825,0.32,M-v,3Eh,F
-1.535597,0.15,K161D,1.409388,-0.282984,1.597114,0.970585,0.900625,0.254436,1.134735,0.009561,-0.094101,0.52,M-v,3Eh,F
-0.414964,0.15,K161D,-0.316407,-0.250155,-1.144053,-0.415936,0.514591,0.292246,0.775043,-0.214332,-0.456026,0.43,M-v,3Eh,F
-1.502637,0.15,K161D,0.83644,-0.422112,-0.10166,-0.424883,0.405147,0.312993,0.608909,1.238589,1.353601,0.47,M-v,38h,F
-0.97528,0.15,K161D,-1.50151,0.948817,-1.283466,-0.610591,0.475596,0.321215,0.548049,0.352545,0.62975,0.46,M-v,38h,F
-0.645682,0.15,K161D,-0.954824,0.655917,0.136883,0.062438,0.528736,0.612297,-0.671905,-0.061894,0.267825,0.39,M-v,3Eh,F
-1.07416,0.15,K161D,1.618252,0.804363,-1.620987,-0.182938,0.292201,0.504992,-0.360735,0.814622,2.077452,0.6,M-v,38h,F
-0.250165,0.15,K161D,1.063314,1.379641,-1.537652,0.84347,0.305383,0.404628,0.050184,-0.233387,-0.456026,0.42,M-v,38h,F
-0.579763,0.15,K161D,1.297813,0.672319,1.631264,0.725518,0.21728,0.504443,-0.358862,0.133416,0.267825,0.53,M-v,38h,F
0.54087,0.15,K161D,0.324402,1.48251,0.103898,-0.155653,0.165939,1.115098,-1.419831,-0.180986,-0.456026,0.38,M-v,3Eh,F
-1.667436,0.15,K161D,0.777543,0.596477,-0.467193,2.361224,0.462836,0.321335,0.547183,0.538329,1.353601,0.49,M-v,38h,F
-1.0412,0.15,K161D,-1.078263,1.019926,0.197986,-0.384042,0.668758,0.174645,2.297193,0.843204,-0.094101,0.34,M-v,3Eh,F
1.892221,0.15,K161D,-1.434475,-0.951591,-1.635447,-0.55065,0.741283,0.252535,1.155169,-0.371533,-0.456026,0.8,M-v,3Eh,F
0.738629,0.15,K161D,-0.164667,0.446602,1.161553,-1.008314,0.579812,0.31178,0.618112,-0.104767,-0.456026,0.68,M-v,3Eh,F
-0.019446,0.15,K161D,1.261971,-0.285152,0.576964,-0.726354,0.41774,0.310832,0.625349,-0.323896,-0.456026,0.35,M-v,38h,F
1.529664,0.15,K161D,1.692902,1.703708,-1.482848,-1.019729,0.538408,0.286925,0.820858,-0.433461,-0.456026,0.56,M-v,3Eh,F
-1.535597,0.15,K161D,0.412667,1.006719,0.003962,0.043081,0.513173,0.38125,0.171292,0.395418,2.439377,0.62,M-h,3Eh,F
0.409031,0.15,K161D,-0.64305,-0.977951,-1.284382,-0.794838,0.451431,0.54096,-0.476466,-0.400115,-0.456026,0.33,M-v,3Eh,F
1.892221,0.15,K161D,0.004066,1.245591,1.673419,-0.611538,0.313609,0.630599,-0.716045,-0.41917,-0.456026,0.47,M-v,3Eh,F
-0.546803,0.15,K161D,-0.21492,0.212142,-0.003929,-0.588674,0.6488,0.443943,-0.129195,-0.261969,-0.456026,0.44,M-v,3Eh,F
0.54087,0.15,K161D,-0.267958,-0.092329,-0.278695,-0.117151,0.596337,0.252031,1.160624,-0.452516,-0.456026,0.57,M-v,3Eh,F
-0.909361,0.15,K161D,-1.64792,-0.066332,1.149813,1.24441,0.605142,1.283423,-1.556029,0.262035,0.991676,0.54,M-v,3Eh,F
0.804548,0.15,K161D,0.010525,-1.466782,0.197311,-0.772739,0.044817,0.844077,-1.109302,-0.233387,-0.094101,0.29,M-v,3Eh,F
-1.634476,0.15,K161D,-0.380043,-1.35116,0.595764,0.623238,0.2362,0.489899,-0.307983,3.105949,3.163228,0.49,M-v,38h,F
-0.349044,0.15,K161D,1.418714,-1.077931,0.153033,0.616624,0.615382,0.282596,0.859188,-0.00473,-0.456026,0.63,M-v,3Eh,F
0.277192,0.15,K161D,0.037609,-1.256955,-1.460198,-0.846713,0.453914,0.359094,0.298078,-0.190514,-0.456026,0.32,M-v,3Eh,F
1.463744,0.15,K161D,-1.082042,-1.716032,0.683256,-0.690879,0.25382,0.620199,-0.691229,-0.23815,-0.456026,0.49,M-v,3Eh,F
-1.436717,0.15,K161D,-1.022193,0.193023,1.137645,-0.03848,0.693145,0.744226,-0.948827,0.128653,2.077452,0.54,M-h,3Eh,F
1.167106,0.15,K161D,0.448044,-1.396429,1.145345,-1.143632,0.289079,1.332167,-1.590051,0.624075,-0.456026,0.56,M-v,3Eh,F
-0.97528,0.15,K161D,-0.533701,0.078102,1.669233,-0.178637,0.407924,0.530159,-0.443088,-0.066658,1.353601,0.47,M-h,3Eh,F
-0.382004,0.15,K161D,-1.406641,0.297462,1.669314,2.407945,0.31134,0.391546,0.116469,-0.352479,-0.456026,0.58,M-v,38h,F
-1.271918,0.15,K161D,0.842588,1.114848,-1.498744,-0.273334,0.166498,0.538763,-0.469766,1.195716,1.353601,0.45,M-v,38h,F
0.441991,0.15,K161D,0.881731,0.884918,-1.138887,0.428112,0.278042,0.880187,-1.159781,-0.362006,-0.456026,0.29,M-v,3Eh,F
0.50791,0.15,K161D,-0.710871,-0.085419,0.736093,-0.95472,0.587779,0.206,1.751057,-0.32866,-0.456026,0.41,M-v,3Eh,F
0.705669,0.15,K161D,-1.282553,1.240626,-1.008759,-0.934155,0.598296,0.252652,1.153901,-0.309605,-0.456026,0.33,M-v,3Eh,F
-1.370798,0.15,K161D,0.972318,-1.014057,1.58028,-0.293054,0.601814,0.174268,2.304743,-0.281023,-0.094101,0.39,M-v,38h,F
-0.612722,0.15,K161D,1.262573,-1.10051,0.775852,-0.572219,0.302421,0.41395,0.005089,0.19058,0.267825,0.34,M-v,38h,F
1.331905,0.15,K161D,0.908658,1.66003,-0.316464,-0.46268,0.483167,0.350497,0.350846,-0.457279,-0.456026,0.3,M-v,3Eh,F
1.331905,0.15,K161D,0.730467,0.404119,0.262315,-0.474342,0.510892,0.372417,0.220333,-0.414406,-0.456026,0.42,M-v,3Eh,F
0.54087,0.15,K161D,1.515785,1.403194,-1.420577,-0.860687,0.392616,0.395037,0.098424,-0.27626,-0.094101,0.38,M-v,38h,F
1.233026,0.15,K161D,-0.418473,1.262317,0.312763,-0.914446,0.446026,0.397769,0.084486,-0.41917,-0.456026,0.42,M-v,3Eh,F
0.738629,0.15,K161D,1.597288,0.013519,1.570622,-1.012904,0.748685,0.384218,0.155237,-0.41917,-0.456026,0.41,M-v,3Eh,F
-0.546803,0.15,K161D,-1.414461,1.252234,0.875876,-0.403891,0.704591,0.34843,0.363858,-0.409643,-0.456026,0.89,M-v,3Eh,F
-1.469677,0.15,K161D,1.289589,-0.227147,-1.625933,0.567025,0.581471,0.206373,1.745396,-0.27626,0.62975,0.56,M-v,38h,F
0.079433,0.15,K161D,-0.585877,-0.421768,0.49868,0.709932,0.099129,0.580001,-0.588392,-0.47157,-0.456026,0.35,M-v,38h,F
0.771589,0.15,K161D,-1.014893,-1.457099,0.863044,-0.842321,0.582655,0.26356,1.04009,-0.176223,-0.456026,0.77,M-v,3Eh,F
-0.744562,0.15,K161D,0.82439,-1.499918,-0.769996,1.056798,0.818756,0.877104,-1.155607,-0.27626,0.267825,0.55,M-v,3Eh,F
0.112393,0.15,K161D,-0.786987,0.435123,0.153042,-0.314051,0.462585,1.003097,-1.308525,-0.261969,1.353601,0.64,M-v,3Eh,F
2.221819,0.15,K161D,0.223508,0.887555,-1.114823,-0.924279,0.261694,0.865231,-1.1393,-0.385824,-0.456026,0.6,M-v,3Eh,F
0.277192,0.15,K161D,0.451704,-0.118435,0.433456,-0.985475,0.56952,0.253102,1.149043,-0.271496,-0.456026,0.64,M-v,3Eh,F
2.485498,0.15,K161D,-0.159826,-0.502185,1.144292,-0.91569,0.146822,0.854238,-1.123866,-0.438225,-0.456026,0.84,M-v,3Eh,F
1.826302,0.15,K161D,0.066042,-1.119265,-0.702922,-0.802385,0.278998,0.708266,-0.881916,-0.433461,-0.456026,0.27,M-v,3Eh,F
0.145353,0.15,K161D,1.419064,-0.253173,0.267637,-0.606605,0.565312,0.278544,0.895972,-0.333424,-0.456026,0.51,M-v,3Eh,F
0.046473,0.15,K161D,0.580089,0.788251,1.730273,0.154342,0.084974,0.650565,-0.761828,-0.357242,-0.094101,0.4,M-v,38h,F
-0.579763,0.15,K161D,1.297813,0.672319,1.631264,0.725518,0.21728,0.504443,-0.358862,0.133416,0.267825,0.53,M-v,38h,F
-2.095913,0.15,K161D,-0.637068,0.937504,-0.033513,2.422754,0.468324,0.46631,-0.219881,2.386634,4.972856,0.49,M-h,3Eh,F
0.804548,0.15,K161D,1.109422,-1.537345,-0.043335,1.318164,0.155365,0.764035,-0.983432,-0.233387,-0.456026,0.68,M-v,3Eh,F
1.167106,0.15,K161D,1.545378,1.18296,0.641138,-0.347014,0.435348,0.508589,-0.37292,-0.214332,-0.456026,0.37,M-v,3Eh,F
0.738629,0.15,K161D,0.289255,-0.971783,-1.630929,-1.05809,0.659106,0.209949,1.692021,-0.109531,-0.456026,0.54,M-v,3Eh,F
1.991101,0.15,K161D,1.108002,0.848558,-0.512337,-0.546502,0.653605,0.435255,-0.091886,-0.438225,-0.456026,0.28,M-v,3Eh,F
1.562624,0.15,K161D,0.764491,0.769433,1.516192,-0.661893,0.709436,0.29405,0.759821,-0.00473,-0.456026,0.45,M-v,3Eh,F
-0.151285,0.15,K161D,-0.6182,0.520564,-0.430459,0.012564,0.308287,0.507791,-0.370228,-0.323896,-0.094101,0.42,M-v,3Eh,F
1.364865,0.15,K161D,0.319378,1.327822,-1.119069,-0.617764,0.50068,0.382581,0.164067,-0.438225,-0.456026,0.55,M-v,3Eh,F
-1.502637,0.15,K161D,-0.416633,1.562304,-1.487372,-0.380026,0.680856,0.546613,-0.493496,1.233825,3.525154,0.42,M-h,3Eh,F
-0.382004,0.15,K161D,-1.110058,-1.483797,0.981593,-0.735731,0.198943,0.844668,-1.110158,-0.100004,0.62975,0.36,M-v,3Eh,F
-1.370798,0.15,K161D,0.878534,-0.998011,-0.662024,0.596633,0.611245,0.184193,2.114527,-0.195277,0.267825,0.45,M-v,38h,F
-0.97528,0.15,K161D,-0.683707,-0.757767,1.805979,2.199555,0.454769,0.44801,-0.146246,-0.104767,-0.094101,0.47,M-v,3Eh,F
0.310152,0.15,K161D,0.8669,1.150541,-0.724876,-1.026333,0.44027,0.330544,0.482067,-0.290551,-0.456026,0.34,M-v,38h,F
1.826302,0.15,K161D,-1.185085,-0.388822,-1.314483,-1.129062,0.316033,0.551859,-0.509038,-0.333424,-0.456026,0.45,M-v,3Eh,F
1.562624,0.15,K161D,-0.561187,-0.278267,-0.88781,-1.098926,0.511341,0.3539,0.329705,-0.433461,-0.456026,0.51,M-v,3Eh,F
-1.469677,0.15,K161D,-0.823246,-0.135456,-1.540687,1.416247,0.571746,0.750232,-0.959479,0.619311,1.715527,0.55,M-h,3Eh,F
0.837508,0.15,K161D,-0.682597,0.253539,0.095443,-0.594121,0.293996,0.534723,-0.45733,-0.381061,-0.456026,0.38,M-v,3Eh,F
-2.260712,0.15,K161D,-1.381849,1.482896,-1.530056,-0.451896,0.43717,0.314273,0.599259,6.835906,5.696706,0.44,M-v,38h,F
1.430784,0.15,K161D,0.398412,-0.615472,1.279479,-1.024374,0.411594,0.545001,-0.488669,-0.409643,-0.456026,0.38,M-v,3Eh,F
-0.019446,0.15,K161D,1.236657,1.02033,1.034202,-0.967445,0.519408,0.675402,-0.815614,0.133416,0.267825,0.48,M-v,3Eh,F
-0.019446,0.15,K161D,0.333718,-1.046966,-0.085194,-0.887687,0.575798,0.20463,1.771983,-0.119059,-0.456026,0.39,M-v,38h,F
0.969347,0.15,K161D,0.351835,0.57573,-1.539681,-0.355839,0.165871,1.058328,-1.365867,-0.376297,-0.456026,0.69,M-v,3Eh,F
-0.414964,0.15,K161D,-0.071594,1.697049,-1.455539,-0.558501,0.440951,0.829687,-1.08817,-0.333424,-0.094101,0.31,M-v,3Eh,F
0.54087,0.15,K161D,-0.644527,-1.676988,1.651197,-0.245239,0.186346,0.626605,-0.706597,-0.304842,-0.456026,0.36,M-v,38h,F
1.364865,0.15,K161D,-1.630641,-1.73086,-1.63916,-0.612646,0.520402,0.319312,0.561904,-0.41917,-0.456026,0.57,M-v,3Eh,F
-0.744562,0.15,K161D,0.337541,-1.31837,1.433569,-0.506925,0.421445,0.296354,0.740613,0.466873,-0.094101,0.5,M-v,38h,F
-2.722149,0.15,K161D,-1.574905,0.7821,-1.40635,2.127015,0.572071,0.293809,0.761852,4.677961,6.058632,0.46,M-h,3Eh,F
-1.832235,0.15,K161D,1.697316,0.29212,0.374986,-0.001676,0.49988,0.246804,1.21836,1.529173,2.077452,0.43,M-v,38h,F
-1.469677,0.15,K161D,-0.86484,0.321172,0.563228,-0.314805,0.618504,0.634158,-0.724383,1.414845,2.077452,0.47,M-h,3Eh,F
-0.909361,0.15,K161D,-1.16141,-1.530772,0.378027,0.218764,0.595047,0.375275,0.204255,-0.123822,0.267825,0.33,M-v,3Eh,F
1.002307,0.15,K161D,0.274165,1.033492,0.056003,-0.168976,0.321048,0.863939,-1.137504,-0.47157,-0.456026,0.87,M-v,3Eh,F
-1.700396,0.15,K161D,-1.404627,-0.292018,-1.293205,2.028217,0.643497,0.505853,-0.363663,0.433528,3.163228,0.55,M-h,3Eh,F
1.397825,0.15,K161D,1.708522,-1.152341,0.012855,-0.808631,0.591861,0.343838,0.393227,-0.266732,-0.456026,0.55,M-v,3Eh,F
2.024061,0.15,K161D,1.316168,-0.862525,-1.306108,-0.492083,0.068611,0.970235,-1.271842,-0.41917,-0.456026,0.57,M-v,3Eh,F
-0.612722,0.15,K161D,-0.279344,-0.439442,-0.620991,-0.498266,0.480263,0.298438,0.723447,0.223926,-0.456026,0.34,M-v,38h,F
0.376071,0.15,K161D,-0.988032,0.817965,1.33148,1.418479,0.249335,0.796772,-1.037457,-0.309605,-0.456026,0.46,M-v,3Eh,F
-0.414964,0.15,K161D,-0.519357,-1.372082,-0.308631,0.699458,0.577567,0.192834,1.962311,-0.261969,-0.094101,0.45,M-v,38h,F
-1.700396,0.15,K161D,-1.495752,-0.265961,-0.42446,-0.455769,0.422084,0.310567,0.627373,1.35768,3.887079,0.51,M-v,38h,F
-0.612722,0.15,K161D,1.734998,-0.906735,-0.963739,-0.307707,0.644765,0.205116,1.764527,-0.285787,-0.094101,0.28,M-v,3Eh,F
0.903428,0.15,K161D,1.47631,-0.707676,1.279769,-1.032928,0.618135,0.218615,1.568732,-0.281023,-0.456026,0.36,M-v,3Eh,F
-0.184245,0.15,K161D,-0.312284,-1.100253,-0.535649,4.723257,0.625549,0.300151,0.70949,-0.352479,-0.456026,0.52,M-v,3Eh,F
-0.085366,0.15,K161D,-0.453573,1.218033,-1.519333,0.716874,0.822101,0.271303,0.963961,-0.395352,-0.456026,0.71,M-v,3Eh,F
-0.744562,0.15,K161D,-0.040673,1.085878,-1.495399,1.405829,0.331034,0.616403,-0.681998,-0.347715,-0.094101,0.39,M-v,3Eh,F
-0.382004,0.15,K161D,-1.246519,-0.541735,1.62955,0.47578,0.361084,0.532389,-0.450073,-0.376297,-0.094101,0.48,M-v,3Eh,F
-1.667436,0.15,K161D,1.607774,1.491776,-0.381492,-0.509063,0.390988,0.624406,-0.701352,2.620054,4.61093,0.48,M-h,3Eh,F
0.672709,0.15,K161D,-1.441083,-1.740148,1.63951,0.521552,0.22597,1.324762,-1.585017,-0.319133,-0.456026,0.63,M-v,3Eh,F
1.068227,0.15,K161D,-0.338489,1.243077,-0.326573,0.06931,0.44449,0.479119,-0.26862,-0.395352,-0.456026,0.38,M-v,3Eh,F
1.134146,0.15,K161D,-1.264759,0.0424,-1.522726,1.101556,0.232721,1.309577,-1.574546,-0.338188,-0.456026,0.6,M-v,3Eh,F
0.60679,0.15,K161D,0.080672,-0.91791,0.613281,-0.201058,0.090459,0.823216,-1.078467,-0.423934,-0.456026,0.67,M-v,3Eh,F
0.046473,0.15,K161D,-0.618422,-0.292627,1.314926,0.139434,0.298863,0.513493,-0.389305,-0.381061,-0.456026,0.55,M-v,3Eh,F
0.079433,0.15,K161D,-0.573852,0.924674,-0.285862,0.687367,0.170601,0.850419,-1.118426,-0.36677,-0.456026,0.48,M-v,3Eh,F
1.002307,0.15,K161D,0.432661,0.955671,1.479247,-0.900562,0.383782,0.593923,-0.625321,-0.452516,-0.456026,0.39,M-v,3Eh,F
1.529664,0.15,K161D,1.565296,1.287163,-0.077862,-0.982715,0.294841,0.624673,-0.701989,-0.428697,-0.456026,0.41,M-v,3Eh,F
1.002307,0.15,K161D,-1.019072,1.491439,-0.833809,-0.876593,0.228546,1.250291,-1.531648,-0.00473,-0.094101,0.43,M-v,3Eh,F
0.310152,0.15,K161D,-0.593695,1.449128,-0.947481,-0.352707,0.288192,0.545647,-0.490607,-0.176223,-0.456026,0.43,M-v,3Eh,F
0.60679,0.15,K161D,0.668869,0.784792,0.282493,1.056125,0.232591,0.916752,-1.207495,-0.41917,-0.456026,0.32,M-v,3Eh,F
0.277192,0.15,K161D,1.085934,1.595004,1.765759,-0.475776,0.451701,0.333794,0.459805,-0.13335,-0.456026,0.4,M-v,38h,F
-0.843441,0.15,K161D,0.020386,-0.558298,0.108405,2.824632,0.403981,0.71092,-0.887045,-0.23815,-0.456026,0.57,M-v,3Eh,F
0.376071,0.15,K161D,0.272528,-0.231619,-1.079765,-0.420725,0.571199,0.276674,0.913246,-0.009494,-0.456026,0.52,M-v,3Eh,F
-0.645682,0.15,K161D,-0.165355,0.206043,0.064828,-0.668283,0.557396,0.208854,1.708195,0.147707,-0.456026,0.54,M-v,38h,F
-0.382004,0.15,K161D,0.446502,-1.478108,-1.039689,0.825228,0.59206,0.953942,-1.252878,-0.023785,-0.094101,0.47,M-v,3Eh,F
1.397825,0.15,K161D,-0.267812,1.274251,0.229656,-0.786339,0.480003,0.404672,0.049971,-0.309605,-0.456026,0.45,M-v,3Eh,F
-0.711602,0.15,K161D,-1.569579,1.532819,-0.449011,-0.53124,0.672806,0.255482,1.123604,0.738403,-0.094101,0.33,M-v,3Eh,F
-0.546803,0.15,K161D,1.254411,-0.291639,-0.37096,-0.625658,0.450165,0.280098,0.881756,-0.009494,0.267825,0.29,M-v,38h,F
1.859262,0.15,K161D,1.33048,0.815438,0.23535,-0.849573,0.255949,0.878395,-1.157358,-0.442988,-0.456026,0.53,M-v,3Eh,F
-1.00824,0.15,K161D,0.620944,-0.68298,-0.592777,-0.730665,0.327403,0.380605,0.174811,0.562147,1.353601,0.44,M-v,38h,F
-0.513843,0.15,K161D,-1.051672,0.160628,0.070405,-0.530742,0.451073,0.311502,0.620227,-0.271496,-0.456026,0.43,M-v,38h,F
-0.843441,0.15,K161D,0.284369,0.129538,0.51842,0.214437,0.573706,0.346061,0.378927,-0.371533,-0.456026,0.6,M-v,3Eh,F
1.233026,0.15,K161D,0.766247,0.99966,-0.653091,-0.749507,0.110762,0.891255,-1.174567,-0.385824,-0.456026,0.42,M-v,3Eh,F
1.200066,0.15,K161D,-1.506287,0.859434,-0.233835,-0.401519,0.401708,0.766366,-0.987404,-0.409643,-0.456026,0.53,M-v,3Eh,F
0.57383,0.15,K161D,-0.384726,-0.250829,1.176012,0.733999,0.453499,0.386807,0.1414,-0.314369,-0.456026,0.43,M-v,3Eh,F
-1.370798,0.15,K161D,0.106575,-1.26455,-1.19293,0.522059,0.785324,0.228935,1.43213,-0.18575,-0.456026,0.53,M-v,3Eh,F
1.694463,0.15,K161D,0.83578,1.316193,-0.511148,-1.101447,0.666317,0.262546,1.050336,-0.452516,-0.456026,0.51,M-v,3Eh,F
