Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
K10S41	C 19.8	0.15	K161D	344.01122	266.35547	236.78222	0.24779	0.6076916	0.3870636	1.8647237	360	3	0.34	M-v	3Eh
K10T19	H 20.5	0.15	K161D	297.60814	201.41576	254.25513	6.82543	0.3100167	0.55614725	1.4644555	153	2	0.43	M-v	3Eh
K10T54	P 21.7	0.15	K161D	139.62628	67.03383	351.76434	3.47348	0.5971955	0.26707137	2.3880926	102	2	0.34	M-v	3Eh
K10T55	P 20.5	0.15	K161D	188.41222	69.38704	233.00135	3.3275	0.6704459	0.2740364	2.3474547	60	1	0.45	M-v	3Eh
K10TE9	S 20.0	0.15	K161D	224.28196	13.25227	128.1488	3.42542	0.3902323	0.53758882	1.4979681	95	4	0.38	M-v	3Eh
K10TE9	U 20.7	0.15	K161D	200.85004	91.70113	59.7245	1.97143	0.8284377	0.30170463	2.2016489	101	2	0.35	M-v	3Eh
K10TE9	V 18.6	0.15	K161D	92.09318	42.71343	78.71092	9.80621	0.518924	0.44515574	1.6987445	252	4	0.39	M-v	3Eh
K10TG8	X 20.0	0.15	K161D	279.19145	101.49232	33.0067	26.00672	0.5233531	0.54600439	1.4825362	180	1	0.44	M-v	3Eh
K10U00	D 21.1	0.15	K161D	267.96663	262.26537	23.7684	26.28926	0.2639581	0.85708074	1.0976273	190	1	0.32	M-v	3Eh
K10U07	G 21.4	0.15	K161D	163.11692	101.97501	25.92883	16.19183	0.7811741	0.28221148	2.301899	23	1	0.35	M-v	3Eh
K10U07	Q 20.1	0.15	K161D	143.19145	76.379	237.07964	4.51341	0.6794104	0.25661586	2.4525265	173	2	0.38	M-v	3Eh
K10U07	S 19.0	0.15	K161D	308.22163	248.09401	240.90534	55.14426	0.6355614	0.36190617	1.9501681	68	1	0.44	M-v	3Eh
K10U07	T 19.6	0.15	K161D	245.25431	277.26929	65.82807	25.42693	0.6607097	0.49461066	1.5835328	69	5	0.39	M-v	3Eh
K10U08	K 19.9	0.15	K161D	192.33381	135.44068	11.53645	1.86886	0.7005336	0.30518112	2.1848968	111	2	0.47	M-v	3Eh
K10V00	Z 19.3	0.15	K161D	122.79515	215.62282	181.95187	8.45965	0.5906094	0.2573294	2.4479908	93	4	0.41	M-v	3Eh
K10V01	G 20.6	0.15	K161D	101.06808	100.36813	353.97915	12.36195	0.5317243	0.44552387	1.6978086	57	4	0.62	M-v	3Eh
K10V11	T 21.5	0.15	K161D	104.74726	65.59216	249.55709	2.47786	0.6117598	0.4241107	1.754486	145	1	0.43	M-v	3Eh
K10V72	D 21.5	0.15	K161D	204.47152	310.16549	224.11384	19.22507	0.1815021	1.11986925	0.9183844	61	1	0.52	M-v	3Eh
K10W08	V 21.9	0.15	K161D	250.96414	288.01092	55.20848	8.43266	0.672005	0.31757733	2.127664	80	1	0.47	M-v	3Eh
K10W08	Z 20.7	0.15	K161D	288.76992	200.20077	284.35226	3.70772	0.5026165	0.3556143	1.9731037	130	1	0.48	M-v	3Eh
K10X11	C 18.7	0.15	K161D	69.02514	121.1951	94.29934	9.10311	0.8500378	0.24695524	2.5160768	82	4	0.36	M-v	3Eh
K10X15	C 21.4	0.15	K161D	216.43032	157.63429	94.48578	8.38382	0.4165902	1.56384193	0.7350905	160	3	0.42	M-v	3Eh
K10X24	B 21.8	0.15	K161D	115.57444	285.74597	263.42114	5.5302	0.4390558	0.67602227	1.2857663	81	2	0.37	M-v	3Eh
K10X25	C 20.9	0.15	K161D	44.30602	237.12442	304.05071	2.97758	0.5282559	0.42831058	1.7429978	116	3	0.6	M-v	3Eh
K10X68	A 21.9	0.15	K161D	316.13251	107.47749	74.34077	59.27211	0.3014968	0.79145804	1.1574905	73	2	0.5	M-v	3Eh
K10X69	P 21.4	0.15	K161D	268.7103	197.25881	199.86221	14.60643	0.3432943	0.52371376	1.5243103	40	1	0.49	M-v	3Eh
K10X72	X 21.9	0.15	K161D	156.83724	334.41367	279.1013	4.48102	0.2833605	1.14848509	0.9030653	30	1	0.39	M-v	3Eh
K10Y00	B 20.7	0.15	K161D	35.26928	94.25316	314.68873	3.6033	0.494376	0.40076266	1.8219839	229	2	0.43	M-v	3Eh
K11A24	M 20.5	0.15	K161D	92.0916	214.83715	127.22543	9.13372	0.1500673	0.77019713	1.178695	293	2	0.4	M-v	3Eh
K11A26	T 21.6	0.15	K161D	144.65929	123.50974	244.55771	1.72264	0.6993863	0.26320116	2.4114458	25	1	0.4	M-v	3Eh
K11B10	X 18.2	0.15	K161D	20.33339	348.32148	79.29689	9.6874	0.6385259	0.20694688	2.8307192	132	3	0.37	M-v	3Eh
K11B15	T 21.8	0.15	K161D	162.47199	308.26765	105.75532	1.66507	0.3029585	0.66912394	1.2945883	164	4	0.39	M-v	3Eh
K11B18	X 18.0	0.15	K161D	327.46855	303.82582	311.01229	14.54009	0.729374	0.20177451	2.8788908	137	3	0.35	M-v	3Eh
K11B18	Y 20.9	0.15	K161D	176.83189	239.90234	135.36348	3.64735	0.7822954	0.2888776	2.2663491	75	1	0.47	M-v	3Eh
K11B38	E 18.3	0.15	K161D	31.81977	302.5354	321.43166	8.15774	0.7112148	0.2313541	2.6279549	157	3	0.33	M-v	3Eh
K11B45	M 21.4	0.15	K161D	337.12173	62.53023	302.87007	5.35173	0.804308	0.37053256	1.9197815	46	1	0.31	M-v	3Eh
K11B59	O 21.2	0.15	K161D	330.80958	221.26241	343.5934	4.75041	0.4643453	0.39797197	1.8304915	250	2	0.44	M-v	3Eh
K11B59	T 21.0	0.15	K161D	129.68399	304.78939	37.5978	3.62687	0.9446477	0.26065542	2.4271216	10	1	0.06	M-v	3Eh
K11C02	G 21.4	0.15	K161D	247.18668	283.81723	293.26199	2.75742	0.1585023	0.77139736	1.1774721	369	2	0.35	M-v	3Eh
K11C02	N 18.6	0.15	K161D	225.52786	65.89503	306.72304	19.59017	0.6193026	0.29519088	2.233919	38	1	0.42	M-v	3Eh
K11C04	T 20.5	0.15	K161D	105.57005	69.21976	305.19215	2.65073	0.7181062	0.43462673	1.7260701	32	1	0.44	M-v	3Eh
K11C22	C 21.4	0.15	K161D	258.69137	171.41586	130.32025	34.64013	0.1158967	0.83154038	1.1199892	28	1	0.45	M-v	3Eh
K11C46	X 22.0	0.15	K161D	217.73403	105.65385	150.94798	7.77665	0.5497117	0.55039641	1.4746388	33	1	0.45	M-v	3Eh
K11C46	Y 19.9	0.15	K161D	179.1625	221.13259	11.12881	11.56051	0.6114535	0.31276632	2.1494271	214	3	0.33	M-v	3Eh
K11C50	B 20.8	0.15	K161D	14.205	165.42684	339.88713	12.25617	0.6382962	0.20699372	2.8302922	36	1	0.53	M-v	3Eh
K11D00	V 20.6	0.15	K161D	211.34273	350.73249	35.14843	10.59459	0.0497654	1.05315299	0.9567719	126	2	0.42	M-v	3Eh
K11D04	Y 22.0	0.15	K161D	271.20124	81.54625	322.90888	6.09563	0.7720866	0.34299039	2.0212254	61	1	0.43	M-v	3Eh
K11D09	S 20.2	0.15	K161D	36.23819	146.21866	93.37554	3.69677	0.6427836	0.23220315	2.621545	264	1	0.35	M-v	3Eh
K11E11	L 19.8	0.15	K161D	303.25629	81.11867	314.68208	3.91978	0.689928	0.34952717	1.9959459	35	3	0.36	M-v	3Eh
K11E17	F 19.2	0.15	K161D	87.48576	282.29752	3.98182	4.21597	0.7428133	0.27453135	2.3446323	69	2	0.35	M-v	3Eh
K11E17	G 20.6	0.15	K161D	65.03562	241.49558	170.16329	20.1122	0.4185528	0.60796991	1.3800071	102	4	0.35	M-v	3Eh
K11E40	O 21.5	0.15	K161D	137.97861	17.0721	50.29693	3.36301	0.540253	0.46330563	1.6540844	20	1	0.34	M-v	3Eh
K11E47	J 22.0	0.15	K161D	65.65769	111.44084	330.08872	13.28446	0.359065	0.62268485	1.3581795	27	1	0.4	M-v	3Eh
K11E51	L 21.9	0.15	K161D	202.85587	94.7895	198.53687	10.96838	0.568506	0.75822479	1.1910703	34	1	0.52	M-v	3Eh
K11E51	O 21.1	0.15	K161D	201.19468	227.23643	175.25442	6.7509	0.7853595	0.50466493	1.5624302	43	1	0.47	M-v	3Eh
K11G00	A 20.8	0.15	K161D	305.56351	109.75144	200.42417	9.82935	0.5911764	0.40699465	1.8033371	67	2	0.36	M-v	3Eh
K11G44	M 19.5	0.15	K161D	64.72564	37.53176	10.84174	49.33535	0.5187803	1.42594681	0.7817487	100	3	0.28	M-v	3Eh
K11G44	N 18.3	0.15	K161D	89.45587	319.35712	16.96992	55.00913	0.599462	0.29328632	2.2435798	69	3	0.43	M-v	3Eh
K11G60	S 19.0	0.15	K161D	285.62108	304.96184	140.47234	18.77778	0.9228972	0.15988628	3.361981	66	1	0.37	M-v	3Eh
K11G61	Q 18.4	0.15	K161D	146.31263	155.0709	333.52707	65.16058	0.412589	0.49154411	1.590112	49	3	0.37	M-v	3Eh
K11H00	T 21.9	0.15	K161D	261.62932	163.51012	90.16001	7.10377	0.4498863	0.36865545	1.9262927	113	1	0.36	M-v	3Eh
K11J00	A 21.3	0.15	K161D	282.93535	286.09152	215.03254	41.58233	0.2871373	0.7650308	1.1839956	78	1	0.37	M-v	3Eh
K11J01	D 21.7	0.15	K161D	58.88859	85.67998	34.2816	21.96114	0.3579365	0.84046039	1.1120506	71	1	0.38	M-v	3Eh
K11J13	R 19.5	0.15	K161D	7.56443	129.48187	235.16945	24.67116	0.7259367	0.66569958	1.2990241	209	5	0.55	M-v	3Eh
K11K00	E 19.8	0.15	K161D	133.41037	188.49216	205.03458	5.87727	0.95461	0.29832002	2.2182702	176	1	0.42	M-v	3Eh
K11K15	U 21.8	0.15	K161D	231.74722	166.93699	214.34933	4.38115	0.8748035	0.36368281	1.9438117	20	1	0.58	M-v	3Eh
K11K15	W 19.4	0.15	K161D	170.52806	97.4551	283.41511	23.65529	0.493796	0.77907889	1.1697196	69	3	0.31	M-v	3Eh
K11K17	O 20.2	0.15	K161D	98.12925	308.6641	256.56556	4.03389	0.5755265	0.26468048	2.4024523	91	2	0.38	M-v	3Eh
K11L02	L 20.0	0.15	K161D	307.0801	163.56799	68.26495	24.67607	0.0962663	0.81620075	1.1339782	88	2	0.36	M-v	3Eh
K11L17	T 21.6	0.15	K161D	291.25137	270.59583	83.48664	20.89658	0.2875017	0.85461518	1.0997374	97	3	0.32	M-v	3Eh
K11L19	A 19.2	0.15	K161D	317.21412	202.6989	97.98165	19.20789	0.6510663	0.19803778	2.9149919	178	2	0.38	M-v	3Eh
K11L19	C 18.9	0.15	K161D	268.59381	139.03996	219.49906	10.46704	0.7307437	0.17173188	3.2055466	339	1	0.37	M-v	3Eh
K11L19	J 21.4	0.15	K161D	11.60032	30.40498	296.52337	1.53822	0.6210712	0.23231174	2.620728	412	1	0.31	M-v	3Eh
K11M00	U 20.2	0.15	K161D	286.85293	281.74363	100.10644	7.28959	0.6649929	0.6291855	1.3488083	57	3	0.46	M-v	3Eh
K11O00	A 21.2	0.15	K161D	146.47881	28.0603	280.97363	9.15752	0.5200112	0.31070751	2.1589117	112	2	0.27	M-v	3Eh
K11O00	B 19.3	0.15	K161D	156.33893	48.87935	106.27059	27.74521	0.5241187	1.14682739	0.9039353	56	3	0.22	M-v	3Eh
K11O15	R 21.0	0.15	K161D	359.17385	250.95471	146.17294	5.01367	0.4430549	0.46264544	1.6556576	74	2	0.37	M-v	3Eh
K11O18	V 19.7	0.15	K161D	353.49898	148.87144	271.36542	16.92388	0.4390247	0.47330632	1.6307017	49	3	0.43	M-v	3Eh
K11P00	S 20.4	0.15	K161D	266.46439	26.70006	19.15878	3.73896	0.5147464	0.40598553	1.8063241	141	3	0.33	M-v	3Eh
K11P01	O 20.9	0.15	K161D	29.72087	166.14178	210.94736	5.70292	0.6397114	0.24792905	2.5094841	125	4	0.34	M-v	3Eh
K11R01	J 21.8	0.15	K161D	23.75769	345.32453	7.45738	6.7639	0.5909956	0.24220969	2.5488349	140	1	0.4	M-v	3Eh
K11S05	R 20.7	0.15	K161D	90.77303	305.49127	180.18131	29.10894	0.7058302	0.77073398	1.1781476	197	3	0.39	M-v	3Eh
K11S32	O 21.2	0.15	K161D	295.11538	243.39821	198.89199	9.91721	0.4766847	0.43528845	1.7243203	185	1	0.4	M-v	3Eh
K11S68	M 19.6	0.15	K161D	171.67659	109.08145	24.15862	19.22876	0.6642737	0.5976258	1.3958856	197	3	0.44	M-v	3Eh
K11T00	K 21.3	0.15	K161D	21.82259	122.19171	328.4352	7.77847	0.6465012	0.25504462	2.462589	80	1	0.29	M-v	3Eh
K11T04	C 20.3	0.15	K161D	73.02384	309.05201	200.99156	3.125	0.7200069	0.54093815	1.4917784	63	3	0.37	M-v	3Eh
K11T08	X 21.8	0.15	K161D	248.59365	313.37613	207.87706	6.0158	0.7109891	1.13443413	0.9105068	40	1	0.4	M-v	3Eh
K11T09	N 21.3	0.15	K161D	229.91989	163.07198	199.1854	4.10366	0.4514868	0.3766586	1.8989089	352	2	0.37	M-v	3Eh
K11U20	G 21.4	0.15	K161D	152.64382	304.93483	205.82184	18.89713	0.6853443	0.82878314	1.1224718	76	1	0.49	M-v	3Eh
K11U20	H 21.0	0.15	K161D	95.47158	257.16733	21.63357	35.77584	0.3360237	0.72166038	1.23097	68	1	0.38	M-v	3Eh
K11U20	T 20.5	0.15	K161D	4.46076	246.36391	271.4246	6.56132	0.4408022	0.75867605	1.190598	87	3	0.34	M-v	3Eh
K11U63	V 21.7	0.15	K161D	272.38545	189.7568	13.72453	9.7869	0.1341261	0.7563184	1.193071	60	2	0.3	M-v	3Eh
K11UU5	E 21.4	0.15	K161D	51.89833	52.15956	304.40927	4.75907	0.6738134	0.26222856	2.4174049	80	2	0.36	M-v	3Eh
K11V05	U 20.3	0.15	K161D	98.17315	24.89847	44.12222	30.53499	0.5572556	0.30267472	2.1969421	42	1	0.38	M-v	3Eh
K11W00	A 21.6	0.15	K161D	263.71407	206.15125	51.53815	30.38149	0.2854811	1.26929581	0.8448134	224	2	0.4	M-v	3Eh
K11W02	L 20.8	0.15	K161D	336.91852	88.82992	212.94615	14.12977	0.2834185	0.88075911	1.0778656	210	2	0.35	M-v	3Eh
K11W04	O 19.2	0.15	K161D	269.59131	236.0297	225.20444	60.94095	0.4970387	0.43028849	1.7376524	92	2	0.26	M-v	3Eh
K11W15	L 19.7	0.15	K161D	28.3234	170.65566	72.93881	18.3881	0.2818116	0.6270385	1.3518855	64	2	0.33	M-v	3Eh
K11W15	N 19.6	0.15	K161D	59.27978	218.52991	75.58995	33.45715	0.8578624	0.73461103	1.2164598	234	3	0.57	M-v	3Eh
K11W41	O 16.9	0.15	K161D	268.35189	125.14148	112.21527	20.0497	0.7320142	0.18869206	3.0104654	75	3	0.37	M-v	3Eh
K11W46	N 21.1	0.15	K161D	80.12131	104.0714	43.06485	26.63906	0.4155995	0.80202893	1.1472974	28	1	0.48	M-v	3Eh
K11W46	R 20.0	0.15	K161D	11.09051	323.48403	240.62718	4.86286	0.894537	0.25487403	2.4636877	122	1	0.23	M-v	3Eh
K11WD4	V 17.2	0.15	K161D	292.59392	25.65737	157.74868	6.04711	0.6791436	0.21223749	2.7834792	920	3	0.31	M-v	3Eh
K11X01	M 20.0	0.15	K161D	344.34631	162.67195	263.13085	11.11615	0.6584848	0.22553378	2.6729755	63	1	0.35	M-v	3Eh
K11X03	A 20.4	0.15	K161D	82.71592	323.865	273.50136	27.99244	0.9259578	0.55489907	1.4666508	143	2	0.29	M-v	3Eh
K11Y06	E 20.8	0.15	K161D	297.23637	348.16058	182.11043	3.06245	0.7308769	0.20943987	2.8082115	78	1	0.36	M-v	3Eh
K11Y06	G 21.1	0.15	K161D	141.57025	267.28276	92.85758	28.05499	0.2989306	0.78447235	1.164352	160	2	0.27	M-v	3Eh
K11Y28	H 20.4	0.15	K161D	323.61913	287.28455	285.57485	8.62313	0.7122434	0.23181101	2.6245006	62	2	0.4	M-v	3Eh
K11Y28	J 21.3	0.15	K161D	129.29413	306.00512	290.12396	27.07206	0.0925495	0.90339082	1.0597878	97	1	0.42	M-v	3Eh
K11Y62	V 21.0	0.15	K161D	25.64972	85.24422	243.94332	7.78403	0.5999087	0.47120884	1.6355372	44	1	0.35	M-v	3Eh
K12A03	D 19.7	0.15	K161D	119.1853	215.80466	149.93018	5.2297	0.6046735	0.30228997	2.1988059	60	3	0.38	M-v	3Eh
K12A11	A 20.1	0.15	K161D	136.26817	145.73624	21.27791	6.40902	0.4846932	0.35426665	1.9781044	696	3	0.35	M-v	3Eh
K12B11	N 20.7	0.15	K161D	46.99383	69.64769	153.80357	4.35989	0.3946121	0.56038727	1.4570592	120	3	0.28	M-v	3Eh
K12B23	S 21.4	0.15	K161D	139.84523	258.78086	317.87664	5.38593	0.5790199	0.36591709	1.9358911	51	2	0.37	M-v	3Eh
K12B23	T 19.0	0.15	K161D	123.47761	43.23972	182.33085	9.10569	0.6002225	0.35493374	1.975625	319	2	0.39	M-v	3Eh
K12B61	U 21.5	0.15	K161D	13.40951	72.46029	297.70003	5.27689	0.7802278	0.24671261	2.5177261	66	2	0.31	M-v	3Eh
K12B86	J 21.3	0.15	K161D	168.13775	99.37255	302.43756	1.33814	0.6383105	0.35368974	1.9802548	80	3	0.3	M-v	3Eh
K12B86	M 21.8	0.15	K161D	71.13686	56.27145	164.19235	11.40082	0.6333306	0.31271359	2.1496688	63	3	0.3	M-v	3Eh
K12BC4	B 21.2	0.15	K161D	319.71152	122.74495	137.68862	15.78884	0.2109663	0.79410046	1.1549214	133	3	0.37	M-v	3Eh
K12C21	A 19.1	0.15	K161D	318.40817	35.57638	128.14909	28.87222	0.6594269	0.22819176	2.6521785	133	1	0.35	M-v	3Eh
K12C55	A 21.9	0.15	K161D	194.45559	41.36038	175.95125	8.64256	0.4787893	0.40758614	1.801592	144	2	0.47	M-v	3Eh
K12D31	E 21.9	0.15	K161D	120.0866	262.17793	141.67304	29.68561	0.3726699	0.7990657	1.1501321	39	1	0.48	M-v	3Eh
K12D31	K 21.8	0.15	K161D	130.71981	149.18599	165.305	11.16481	0.5766642	1.70596598	0.6936746	139	2	0.42	M-v	3Eh
K12D61	J 19.9	0.15	K161D	33.84452	311.95483	346.28147	53.63102	0.515388	1.12112633	0.9176978	73	2	0.32	M-v	3Eh
K12E11	Y 21.9	0.15	K161D	141.90658	238.87612	167.61942	9.02226	0.1507699	0.80079158	1.148479	53	1	0.25	M-v	3Eh
K12F01	Q 19.3	0.15	K161D	295.17597	169.26194	98.30716	5.17172	0.6159748	0.23427105	2.6060953	77	2	0.39	M-v	3Eh
K12F01	R 19.1	0.15	K161D	96.06625	86.23523	355.48838	13.3039	0.7120423	0.3070414	2.1760628	71	3	0.37	M-v	3Eh
K12F23	Z 18.2	0.15	K161D	347.99077	357.79995	179.37722	75.41178	0.6083844	0.25093357	2.4894125	240	4	0.35	M-v	3Eh
K12F58	G 22.0	0.15	K161D	56.24159	220.49294	32.86471	13.5155	0.5460021	0.31298822	2.1484111	98	3	0.34	M-v	3Eh
K12F62	O 20.2	0.15	K161D	148.01214	212.77519	258.55013	3.98109	0.5160949	0.34477813	2.0142324	84	3	0.33	M-v	3Eh
K12G17	V 21.1	0.15	K161D	215.38692	311.7774	6.80105	11.04059	0.4590503	0.46850281	1.641829	84	2	0.39	M-v	3Eh
K12H01	J 17.9	0.15	K161D	67.45955	291.15788	44.73468	31.27898	0.6074072	0.34791118	2.0021216	347	3	0.4	M-v	3Eh
K12H08	G 19.7	0.15	K161D	5.71361	256.68268	214.7221	25.6216	0.7288674	0.25597151	2.4566406	329	3	0.36	M-v	3Eh
K12H20	D 22.0	0.15	K161D	32.95211	32.11445	87.12803	4.6933	0.2715376	0.76788333	1.1810616	68	1	0.31	M-v	3Eh
K12H31	G 18.9	0.15	K161D	21.43579	173.10532	148.31096	10.24273	0.5326461	0.30778644	2.1725498	522	4	0.34	M-v	3Eh
K12H33	Z 20.4	0.15	K161D	244.27592	231.55776	54.92688	23.87499	0.2103157	0.75197293	1.1976629	150	2	0.37	M-v	3Eh
K12J04	Q 21.9	0.15	K161D	357.61092	134.06239	53.51363	19.87194	0.6084251	0.25973418	2.4328574	112	1	0.25	M-v	3Eh
K12K04	A 21.1	0.15	K161D	101.20519	237.37628	215.01428	5.80878	0.7798896	0.85399953	1.1002658	66	2	0.36	M-v	3Eh
K12K06	C 21.7	0.15	K161D	272.69075	337.95426	195.40943	11.31952	0.2464946	0.71309061	1.2408127	142	3	0.25	M-v	3Eh
K12K11	N 21.9	0.15	K161D	97.31035	238.01434	261.23086	5.43863	0.6560759	0.32422166	2.0984955	49	1	0.28	M-v	3Eh
K12K12	U 21.6	0.15	K161D	319.91111	74.19731	53.20298	8.62783	0.4888303	0.47000796	1.6383219	48	1	0.24	M-v	3Eh
K12L01	R 20.5	0.15	K161D	180.32762	66.5688	83.12691	42.32315	0.3813515	0.63777381	1.3366722	126	3	0.27	M-v	3Eh
K12L01	Z 19.9	0.15	K161D	312.52666	14.24051	264.52505	26.10155	0.5898394	0.24092116	2.5579148	679	2	0.4	M-v	3Eh
K12L09	K 17.8	0.15	K161D	277.6085	314.55584	61.89981	10.14029	0.6208	0.24795369	2.5093178	108	3	0.3	M-v	3Eh
K12L11	K 20.3	0.15	K161D	330.43519	159.95075	152.21402	5.15052	0.5932259	0.2606701	2.4270305	81	1	0.37	M-v	3Eh
K12M02	U 20.8	0.15	K161D	73.4499	16.59187	250.3311	11.21777	0.5138043	0.3344559	2.0554652	202	2	0.33	M-v	3Eh
K12M04	S 18.7	0.15	K161D	37.09695	257.63845	265.88341	67.68595	0.7205678	0.28933819	2.2639433	242	2	0.4	M-v	3Eh
K12M06	J 21.0	0.15	K161D	183.18506	127.05813	82.3667	9.21846	0.4899848	0.40028395	1.8234363	37	3	0.37	M-v	3Eh
K12M06	Z 21.5	0.15	K161D	66.20588	225.04021	317.18702	1.35939	0.7128426	0.31421006	2.1428379	58	1	0.33	M-v	3Eh
K12M11	M 20.3	0.15	K161D	34.95684	123.27557	246.20723	3.15752	0.6489909	0.32125925	2.1113762	453	2	0.42	M-v	3Eh
K12N00	N 20.9	0.15	K161D	313.47656	6.28139	237.57171	4.62669	0.6269083	0.23826914	2.5768601	282	2	0.38	M-v	3Eh
K12O00	O 20.6	0.15	K161D	190.5438	179.84095	160.92058	4.83487	0.3834761	0.44589091	1.6968768	493	2	0.37	M-v	3Eh
K12O00	Q 21.9	0.15	K161D	193.63544	100.60546	294.12871	7.09801	0.3950151	0.75867644	1.1905976	382	1	0.48	M-v	3Eh
K12O01	D 18.6	0.15	K161D	331.11354	224.36815	303.75392	42.27477	0.5025535	1.30612767	0.8288558	421	3	0.31	M-v	3Eh
K12O04	P 20.0	0.15	K161D	22.13884	262.60965	143.8245	20.66126	0.6569388	0.3195341	2.1189689	214	4	0.4	M-v	3Eh
K12P04	S 21.2	0.15	K161D	190.66288	144.14928	86.24955	3.93726	0.5925809	0.41942689	1.7675235	66	1	0.27	M-v	3Eh
K12P28	P 19.3	0.15	K161D	56.91161	133.2756	254.38087	5.64952	0.6055232	0.35084782	1.990934	177	3	0.3	M-v	3Eh
K12Q10	Q 20.8	0.15	K161D	111.01331	227.92556	65.58316	3.96193	0.4682931	0.36637223	1.9342875	72	1	0.53	M-v	3Eh
K12Q42	G 20.9	0.15	K161D	6.57305	116.09207	344.90965	6.81342	0.3744962	0.94832529	1.0260405	2119	3	0.45	M-v	3Eh
K12Q50	E 18.9	0.15	K161D	140.28132	224.76312	193.99036	11.91044	0.4407629	0.43208651	1.7328285	686	2	0.37	M-v	3Eh
K12R15	G 19.8	0.15	K161D	60.77245	247.20592	336.64345	48.9301	0.4533653	0.88205493	1.0768097	54	1	0.37	M-v	3Eh
K12S20	W 19.7	0.15	K161D	326.42866	62.24218	209.67228	10.16862	0.678943	0.25525063	2.4612638	265	2	0.4	M-v	3Eh
K12S22	D 20.1	0.15	K161D	40.23401	313.44794	140.48879	7.88409	0.5723318	0.35791737	1.9646304	139	3	0.31	M-v	3Eh
K12T52	Y 21.4	0.15	K161D	147.11358	252.66103	221.76118	9.63738	0.5529698	0.45931052	1.6636621	97	4	0.29	M-v	3Eh
K12T53	F 21.2	0.15	K161D	264.95018	282.30934	201.12368	6.12818	0.3688896	0.57865381	1.426232	131	2	0.3	M-v	3Eh
K12T78	S 18.5	0.15	K161D	17.31069	196.66916	8.30257	32.67714	0.3814488	0.48333265	1.6080713	94	2	0.36	M-v	3Eh
K12T78	V 19.4	0.15	K161D	59.7725	244.57553	252.05983	7.48098	0.549442	0.40301824	1.8151795	115	3	0.33	M-v	3Eh
K12TD9	O 19.7	0.15	K161D	327.95923	56.16646	179.33276	5.37077	0.888552	0.25882853	2.4385291	63	3	0.39	M-v	3Eh
K12TD9	P 20.3	0.15	K161D	353.61938	3.2795	271.84169	2.34081	0.46457	0.55430841	1.4676925	99	2	0.38	M-v	3Eh
K12U33	Z 19.2	0.15	K161D	21.23413	224.77808	85.92362	3.3561	0.5805671	0.2962116	2.2287841	88	3	0.42	M-v	3Eh
K12UD6	R 19.2	0.15	K161D	129.94924	202.7761	87.55027	6.0626	0.4603462	0.37145562	1.9165998	60	3	0.29	M-v	3Eh
K12UD6	U 21.3	0.15	K161D	309.06596	227.75748	36.10459	35.59165	0.2117827	0.78895195	1.1599404	50	1	0.48	M-v	3Eh
K12UD8	R 21.3	0.15	K161D	90.56264	48.99554	255.97469	7.775	0.5426879	0.35727507	1.9669844	36	1	0.33	M-v	3Eh
K12UF8	R 20.8	0.15	K161D	328.61804	238.04011	287.77993	3.22233	0.8556673	0.29368997	2.2415236	110	1	0.42	M-v	3Eh
K12V06	K 20.1	0.15	K161D	346.06881	339.44678	290.93882	1.83305	0.7022765	0.2811635	2.3076154	20	1	0.19	M-v	3Eh
K12V06	L 20.8	0.15	K161D	317.1462	18.60496	19.7758	8.80965	0.5671769	0.27512822	2.3412401	56	1	0.38	M-v	3Eh
K12V06	O 21.4	0.15	K161D	21.27994	243.65075	242.62512	3.57181	0.5349468	0.35753007	1.966049	79	1	0.36	M-v	3Eh
K12V37	F 21.0	0.15	K161D	275.75979	58.66639	82.56555	4.90801	0.6537072	0.25561209	2.4589429	263	2	0.38	M-v	3Eh
K12V46	E 20.2	0.15	K161D	303.56244	190.3805	8.9415	6.66626	0.361474	1.63744877	0.7128928	67	2	0.26	M-v	3Eh
K12V76	O 21.1	0.15	K161D	46.59759	297.38427	229.49735	36.94886	0.2152696	0.74542156	1.20467	100	2	0.32	M-v	3Eh
K12V82	C 20.2	0.15	K161D	310.70647	28.87971	355.6394	10.87778	0.5836375	0.26902675	2.3765068	46	1	0.2	M-v	3Eh
K12X06	Y 19.1	0.15	K161D	355.79709	173.29492	348.40191	7.78994	0.4914659	0.34632518	2.0082295	210	3	0.33	M-v	3Eh
K12XB1	O 21.2	0.15	K161D	359.74409	189.81559	328.14637	4.28285	0.4992127	0.34738599	2.0041391	75	2	0.42	M-v	3Eh
K12XB1	S 22.0	0.15	K161D	28.29498	191.90686	62.2741	7.60643	0.4996103	1.44939611	0.773294	104	2	0.31	M-v	3Eh
K12XB2	D 21.1	0.15	K161D	322.21068	76.71482	97.90227	3.71925	0.3658812	0.64761792	1.3230923	237	3	0.31	M-v	3Eh
K12XD3	A 20.9	0.15	K161D	59.74917	77.808	225.74689	4.05112	0.6977996	0.64403707	1.327992	56	2	0.38	M-v	3Eh
K12XD3	F 22.0	0.15	K161D	279.50254	71.55055	285.9536	8.02786	0.4130366	0.52946465	1.5132525	37	1	0.27	M-v	3Eh
K12XD4	J 21.5	0.15	K161D	281.37677	124.25859	237.25924	2.45777	0.7378239	0.23970574	2.5665541	190	1	0.37	M-v	3Eh
