Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
K07V12	D 20.0	0.15	K161D	176.94889	91.28392	62.72428	22.85793	0.364789	0.8035171	1.1458804	212	2	0.32	M-v	3Eh
K07VD7	W 18.2	0.15	K161D	124.98785	244.97459	299.74815	5.94887	0.7394652	0.29647582	2.2274597	131	3	0.45	M-v	3Eh
K07VD7	Z 21.6	0.15	K161D	287.6075	63.72398	226.40565	5.21735	0.585262	0.44296491	1.704341	51	2	0.47	M-v	3Eh
K07VI4	K 22.0	0.15	K161D	239.04037	73.49125	253.70569	1.22043	0.5696596	0.43439706	1.7266784	106	2	0.41	M-v	3Eh
K07VI4	M 21.0	0.15	K161D	65.1015	110.15581	65.78522	23.26858	0.523065	0.76741097	1.1815462	69	1	0.59	M-v	3Eh
K07VO3	P 21.4	0.15	K161D	172.3157	312.01282	13.99882	5.64246	0.5830678	0.29045265	2.2581485	30	1	0.42	M-v	3Eh
K07X00	N 19.9	0.15	K161D	155.88971	215.39383	256.57848	24.73063	0.5675548	0.29838354	2.2179554	47	1	0.43	M-v	3Eh
K07X09	Y 21.0	0.15	K161D	289.88393	127.18798	234.09773	3.33817	0.6203708	0.3363348	2.047803	170	3	0.46	M-v	3Eh
K07X10	D 20.8	0.15	K161D	224.80264	80.09404	270.22279	18.52453	0.6660921	0.31183424	2.1537081	28	1	0.57	M-v	3Eh
K07X11	K 19.2	0.15	K161D	284.40492	197.09281	167.49137	3.43801	0.6212086	0.21401368	2.768057	72	1	0.52	M-v	3Eh
K07X16	H 19.7	0.15	K161D	44.3455	58.28574	91.30702	27.4288	0.2348203	0.76214556	1.1869819	272	2	0.47	M-v	3Eh
K07X16	J 18.6	0.15	K161D	183.64349	32.43862	309.43138	6.26398	0.5557879	0.29027781	2.2590551	45	2	0.48	M-v	3Eh
K07Y02	B 18.4	0.15	K161D	161.59065	213.81963	330.69656	16.49076	0.6904309	0.1815912	3.0884424	132	2	0.46	M-v	3Eh
K07Y56	Q 19.9	0.15	K161D	145.02918	273.07612	276.04117	26.45593	0.2879213	0.80889865	1.1407925	145	4	0.39	M-v	3Eh
K07Y56	U 22.0	0.15	K161D	76.62565	163.2021	282.996	13.22886	0.569509	0.27000605	2.370757	34	1	0.56	M-v	3Eh
K0840	17.6	0.15	K161D	321.9282	278.24199	264.5554	1.94051	0.5583534	0.27811215	2.3244636	597	6	0.44	M-h	3Eh
K08A01	X 21.5	0.15	K161D	88.46194	126.37452	263.32605	12.9029	0.4760406	0.51227339	1.5469212	47	2	0.4	M-v	3Eh
K08A30	Z 21.9	0.15	K161D	108.37515	25.7708	326.70999	2.34363	0.6539141	0.6404494	1.3329468	63	2	0.43	M-v	3Eh
K08A33	H 19.5	0.15	K161D	219.28417	176.88272	335.89723	36.77873	0.547928	0.32308551	2.1034122	48	3	0.36	M-v	3Eh
K08A33	K 20.6	0.15	K161D	168.27803	88.58186	283.69305	34.07878	0.7195963	0.29816313	2.2190483	50	1	0.52	M-v	3Eh
K08B15	D 20.6	0.15	K161D	296.94861	113.60857	130.35619	32.15789	0.1398111	0.87977938	1.0786657	227	1	0.37	M-v	3Eh
K08C00	H 20.2	0.15	K161D	95.37663	294.47987	133.46628	22.12064	0.6892776	0.2766923	2.3324088	72	3	0.41	M-v	3Eh
K08C01	S 20.1	0.15	K161D	249.45692	94.96446	134.13992	29.85317	0.3723369	0.72217568	1.2303844	66	3	0.49	M-v	3Eh
K08C06	C 22.0	0.15	K161D	171.19181	136.53748	146.83028	9.14329	0.7735832	0.69602618	1.2610114	77	1	0.45	M-v	3Eh
K08CB6	L 20.3	0.15	K161D	156.00515	113.17995	126.51037	18.71059	0.7423864	0.18285458	3.0742002	67	1	0.55	M-v	3Eh
K08D00	D 20.4	0.15	K161D	321.98561	186.7498	355.53691	15.3477	0.4637684	0.36418279	1.9420323	46	1	0.48	M-v	3Eh
K08D00	J 20.4	0.15	K161D	315.3215	117.83542	319.24876	5.05115	0.6031861	0.35293582	1.9830739	142	1	0.33	M-v	3Eh
K08E05	E 19.7	0.15	K161D	347.82454	20.07046	321.28109	44.81205	0.0716033	1.07343341	0.9446827	130	2	0.43	M-v	3Eh
K08E06	L 21.0	0.15	K161D	146.21661	38.28334	177.71264	13.14509	0.4801879	0.43370157	1.7285239	67	3	0.42	M-v	3Eh
K08E07	M 21.2	0.15	K161D	3.95509	42.69323	347.79973	33.13444	0.2433194	0.71522431	1.2383437	73	2	0.51	M-v	3Eh
K08E07	R 20.0	0.15	K161D	177.87896	80.72178	323.69705	2.24458	0.6240433	0.54356656	1.4869655	101	2	0.35	M-v	3Eh
K08E68	Y 22.0	0.15	K161D	167.71797	198.97524	175.49707	19.79491	0.7599661	1.53226952	0.7451538	46	3	0.51	M-v	3Eh
K08E69	C 17.1	0.15	K161D	239.00908	178.14429	93.34135	24.76355	0.6174974	0.21541984	2.7559981	248	5	0.36	M-v	3Eh
K08F05	W 21.5	0.15	K161D	186.16629	359.63896	160.71943	13.48067	0.5456438	0.31531116	2.1378464	46	1	0.46	M-v	3Eh
K08F06	W 21.0	0.15	K161D	116.44086	34.45969	80.16745	6.49822	0.6347768	0.2887639	2.266944	77	1	0.44	M-v	3Eh
K08H00	H 21.9	0.15	K161D	246.93534	115.98632	196.68809	16.31961	0.3555802	0.61717025	1.366258	48	1	0.41	M-v	3Eh
K08H03	S 21.7	0.15	K161D	316.70553	4.62583	227.81039	8.17679	0.2259182	0.62760982	1.351065	447	3	0.33	M-v	3Eh
K08H38	B 21.2	0.15	K161D	343.46376	209.53604	102.68066	1.02117	0.4924467	0.39043724	1.8539666	172	4	0.39	M-v	3Eh
K08J00	G 20.8	0.15	K161D	281.07396	242.27578	128.84709	7.90672	0.296231	0.91328738	1.0521179	124	4	0.5	M-v	3Eh
K08J02	W 19.6	0.15	K161D	16.85455	142.16577	35.61679	8.85441	0.6366732	0.25906228	2.4370621	41	1	0.31	M-v	3Eh
K08K02	V 21.3	0.15	K161D	114.09713	347.51996	67.05733	5.05692	0.4118572	1.25834864	0.8497061	130	3	0.38	M-v	3Eh
K08K05	Z 20.1	0.15	K161D	339.24447	194.28227	142.68821	8.37982	0.4540127	0.39467609	1.8406682	244	2	0.37	M-v	3Eh
K08K06	E 20.6	0.15	K161D	135.42261	224.08125	113.8308	3.43539	0.5231652	0.44581503	1.6970693	28	1	0.51	M-v	3Eh
K08L16	W 19.9	0.15	K161D	147.96371	347.91234	98.00095	29.69031	0.1033261	0.89549661	1.0660071	60	2	0.48	M-v	3Eh
K08M01	P 21.9	0.15	K161D	303.29272	243.4503	105.4376	3.77783	0.5655396	0.37953973	1.8892868	80	1	0.4	M-v	3Eh
K08N03	O 18.7	0.15	K161D	225.27639	206.68178	36.43356	11.6745	0.6732512	0.21180379	2.7872776	39	2	0.41	M-v	3Eh
K08O00	O 19.7	0.15	K161D	183.83659	253.43374	306.19507	5.48881	0.7007852	0.32235512	2.1065883	117	3	0.41	M-v	3Eh
K08O01	X 21.6	0.15	K161D	277.55127	281.32365	304.86264	29.73937	0.277507	0.7438429	1.2063738	175	4	0.45	M-v	3Eh
K08O07	S 20.4	0.15	K161D	323.26077	73.07285	137.13954	7.03871	0.6447531	0.37394542	1.9080829	132	2	0.38	M-v	3Eh
K08O08	P 19.7	0.15	K161D	119.03278	37.44155	186.17877	5.21812	0.6758364	0.30004132	2.2097782	93	1	0.44	M-v	3Eh
K08O13	N 19.9	0.15	K161D	121.08316	46.659	143.96254	5.88997	0.8156551	0.29935387	2.2131599	35	1	0.48	M-v	3Eh
K08P03	K 22.0	0.15	K161D	331.06645	109.40446	122.4879	17.1166	0.5983456	0.37856675	1.8925226	18	1	0.31	M-v	3Eh
K08P09	J 21.9	0.15	K161D	311.03961	135.01554	115.34863	4.76846	0.6609176	0.24199701	2.5503281	45	1	0.44	M-v	3Eh
K08Q11	S 19.9	0.15	K161D	302.46688	30.58407	11.57514	12.49892	0.4822601	0.38826969	1.8608601	394	2	0.51	M-v	3Eh
K08R00	V 21.7	0.15	K161D	60.76385	192.37486	119.92954	2.28093	0.5641403	0.28847586	2.2684527	83	1	0.33	M-v	3Eh
K08R98	M 20.4	0.15	K161D	254.37783	166.05771	285.33133	1.85473	0.6368686	0.23968626	2.5666932	114	2	0.39	M-v	3Eh
K08S00	C 21.7	0.15	K161D	96.79987	122.60477	6.79224	16.8598	0.7024362	0.86259091	1.0929479	18	1	0.37	M-v	3Eh
K08S01	R 20.3	0.15	K161D	10.14916	116.77701	178.07497	16.87411	0.6500197	0.26965555	2.372811	145	1	0.39	M-v	3Eh
K08S11	V 18.4	0.15	K161D	226.49943	102.98466	15.56797	8.30092	0.7224112	0.23249599	2.6193432	579	1	0.42	M-v	3Eh
K08S82	H 21.4	0.15	K161D	310.04895	157.39254	269.09855	4.56578	0.59074	0.25815623	2.442761	307	1	0.38	M-v	3Eh
K08S82	J 20.7	0.15	K161D	359.45412	218.22955	135.31361	9.71262	0.5787337	0.26903528	2.3764566	71	2	0.46	M-v	3Eh
K08S85	E 19.8	0.15	K161D	147.52571	294.82931	177.51652	29.59522	0.5252321	0.47544172	1.6258152	120	3	0.48	M-v	3Eh
K08SE8	Y 21.8	0.15	K161D	92.62927	164.32182	187.25262	28.7113	0.1920701	0.70685954	1.248094	18	1	0.42	M-v	3Eh
K08T02	D 21.8	0.15	K161D	328.1994	315.95019	16.02332	4.01697	0.3344799	0.52071713	1.5301528	63	3	0.63	M-v	3Eh
K08T04	C 21.5	0.15	K161D	65.76069	324.2502	212.6288	10.64428	0.5543953	1.42934654	0.7805086	130	3	0.44	M-v	3Eh
K08U01	U 19.9	0.15	K161D	220.16429	118.93828	157.23383	12.0847	0.7504678	0.48350014	1.6076999	33	2	0.49	M-v	3Eh
K08U07	E 20.4	0.15	K161D	107.71748	48.68272	81.20601	3.95118	0.4480796	0.46570394	1.6484006	515	2	0.39	M-v	3Eh
K08U90	L 18.6	0.15	K161D	319.19614	183.59037	81.16129	24.30896	0.3801572	1.70173826	0.694823	102	4	0.42	M-v	3Eh
K08U91	W 21.6	0.15	K161D	236.07628	282.75141	248.09754	7.31843	0.5716198	0.80297693	1.1463943	47	3	0.48	M-v	3Eh
K08U94	Z 17.5	0.15	K161D	69.93965	159.67369	248.29849	30.21907	0.5717538	0.30397685	2.1906637	132	3	0.37	M-v	3Eh
K08V01	B 20.5	0.15	K161D	240.27495	136.90272	50.3872	10.31669	0.2750572	0.68253533	1.2775737	91	4	0.35	M-v	3Eh
K08V14	L 21.1	0.15	K161D	87.05777	246.6394	37.3353	1.90872	0.82096	0.3013262	2.2034919	55	1	0.38	M-v	3Eh
K08W02	N 20.7	0.15	K161D	28.07587	283.28559	227.16896	3.74698	0.3119826	0.58373902	1.4179369	246	3	0.42	M-v	3Eh
K08W61	K 20.7	0.15	K161D	107.2572	212.52699	253.44941	17.1538	0.4191532	0.46158875	1.6581834	51	1	0.4	M-v	3Eh
K08W63	Q 20.1	0.15	K161D	6.89689	228.67024	317.43468	0.92158	0.6074211	0.43169502	1.733876	176	3	0.36	M-v	3Eh
K08W94	Z 20.2	0.15	K161D	239.08885	320.90962	248.95315	6.52518	0.7737809	0.52469833	1.5224029	70	1	0.47	M-v	3Eh
K08X00	N 21.4	0.15	K161D	56.10702	63.49858	97.95954	5.31342	0.5889622	0.30933647	2.1652862	54	1	0.44	M-v	3Eh
K08X01	B 20.9	0.15	K161D	258.87494	84.03043	270.37855	12.68295	0.3729019	0.64075544	1.3325224	95	3	0.45	M-v	3Eh
K08X01	M 22.0	0.15	K161D	325.99406	276.27942	259.72058	5.00006	0.7828636	0.27018931	2.3696849	86	1	0.43	M-v	3Eh
K08X02	A 21.4	0.15	K161D	326.41276	334.5404	39.52516	2.95897	0.6239856	0.26018266	2.4300609	59	1	1.02	M-v	3Eh
K08X02	Q 20.1	0.15	K161D	80.87497	354.92213	34.63444	14.49673	0.5506025	0.3015992	2.202162	34	1	0.42	M-v	3Eh
K08X02	W 20.6	0.15	K161D	222.8348	259.86748	71.79531	26.45415	0.4438977	0.89667468	1.0650732	51	2	0.38	M-v	3Eh
K08Y00	F 20.9	0.15	K161D	160.12854	321.06494	86.99194	21.97473	0.4383566	0.47443472	1.628115	48	1	0.38	M-v	3Eh
K08Y27	S 21.2	0.15	K161D	346.71664	13.15346	91.09391	4.87531	0.3172618	0.55429725	1.4677122	96	3	0.42	M-v	3Eh
K09A00	L 21.8	0.15	K161D	266.0666	313.91285	223.97575	3.93175	0.6646294	0.25050708	2.4922372	58	1	0.48	M-v	3Eh
K09A16	C 21.4	0.15	K161D	220.9158	99.88141	106.75108	18.38093	0.5381279	0.52282234	1.5260425	40	1	0.49	M-v	3Eh
K09A16	E 18.7	0.15	K161D	11.80314	281.05116	309.84675	45.61742	0.7266842	0.43676835	1.7204231	57	1	0.52	M-v	3Eh
K09B58	E 21.8	0.15	K161D	165.46854	120.93671	149.53799	1.86332	0.559568	1.08667192	0.9369946	122	2	0.36	M-v	3Eh
K09B58	J 19.1	0.15	K161D	249.08269	85.52526	131.50762	13.02828	0.7114704	0.39141185	1.8508877	96	3	0.41	M-v	3Eh
K09B71	L 22.0	0.15	K161D	63.67055	292.36789	17.63681	5.55259	0.2659066	1.08725059	0.9366621	31	1	0.49	M-v	3Eh
K09B81	D 20.7	0.15	K161D	226.78876	190.99207	344.10317	12.29806	0.6322627	0.23452458	2.6042168	43	1	0.36	M-v	3Eh
K09B81	E 21.0	0.15	K161D	265.83506	333.42172	118.04719	18.79479	0.3493875	0.52453984	1.5227095	39	2	0.51	M-v	3Eh
K09C00	S 19.7	0.15	K161D	179.9954	170.59166	250.13098	3.19774	0.5955214	0.34653629	2.0074138	95	3	0.4	M-v	3Eh
K09C03	C 19.1	0.15	K161D	27.21568	15.37428	194.93966	11.37721	0.5376428	0.30203831	2.2000271	101	2	0.44	M-v	3Eh
K09D03	R 21.5	0.15	K161D	153.5798	237.42418	344.74837	4.08228	0.5604737	0.35493077	1.9756361	240	2	0.38	M-v	3Eh
K09D10	S 21.0	0.15	K161D	48.1623	123.3448	313.20137	7.50692	0.5891973	0.29956592	2.2121154	28	1	0.65	M-v	3Eh
K09D39	H 18.8	0.15	K161D	243.91637	68.24286	155.46879	53.7159	0.5995967	0.39203051	1.8489399	105	4	0.46	M-v	3Eh
K09D42	Z 19.6	0.15	K161D	291.94119	183.51036	295.16666	13.10685	0.5831069	0.25754411	2.44663	91	2	0.52	M-v	3Eh
K09D45	M 21.3	0.15	K161D	201.78831	90.8389	336.3685	26.65897	0.366776	0.77745169	1.1713512	67	1	0.33	M-v	3Eh
K09D46	L 21.6	0.15	K161D	295.75048	159.77826	63.50242	7.91975	0.3053746	0.56092377	1.45613	109	2	0.34	M-v	3Eh
K09E00	S 20.5	0.15	K161D	247.66536	311.20776	343.7476	30.33768	0.329549	0.57348828	1.4347834	51	3	0.41	M-v	3Eh
K09E00	V 19.9	0.15	K161D	77.66118	250.12488	138.6792	17.00848	0.5231614	0.43368418	1.7285701	28	2	0.41	M-v	3Eh
K09E01	K 21.4	0.15	K161D	109.59909	21.71696	358.48673	9.11171	0.2297188	0.71202044	1.2420557	63	4	0.41	M-v	3Eh
K09E02	O 19.6	0.15	K161D	34.49118	220.47627	264.76549	11.49349	0.4807965	0.44032846	1.7111374	42	2	0.35	M-v	3Eh
K09E02	P 21.6	0.15	K161D	141.49661	129.84754	175.18977	27.70676	0.3562006	1.10458372	0.9268376	179	2	0.45	M-v	3Eh
K09F00	E 21.3	0.15	K161D	235.45101	200.99621	39.85566	1.90833	0.6099687	0.2444976	2.5329093	105	3	0.45	M-v	3Eh
K09F00	F 21.8	0.15	K161D	243.38882	10.94329	265.94911	0.98254	0.4681718	0.55071345	1.4740728	73	3	0.45	M-v	3Eh
K09F04	U 17.8	0.15	K161D	274.01394	233.04908	42.17903	12.91407	0.6163157	0.26838029	2.3803216	105	3	0.46	M-v	3Eh
K09F04	Y 21.0	0.15	K161D	352.65412	244.62376	162.64324	20.98269	0.3272978	0.96735581	1.0125393	200	4	0.43	M-v	3Eh
K09F19	F 21.3	0.15	K161D	286.3871	245.38659	84.33136	0.55367	0.4094183	0.73786011	1.2128861	91	5	0.45	M-v	3Eh
K09F23	U 20.0	0.15	K161D	123.06159	315.14449	57.80924	13.89869	0.2819956	1.28658503	0.837228	113	4	0.48	M-v	3Eh
K09H02	V 21.3	0.15	K161D	35.51293	261.01093	38.01096	6.72757	0.4992125	0.46883498	1.6410534	116	2	0.36	M-v	3Eh
K09H21	A 20.8	0.15	K161D	352.95047	219.78516	205.50226	6.41194	0.7289072	0.55826786	1.4607446	84	2	0.41	M-v	3Eh
K09H21	D 18.2	0.15	K161D	139.50898	134.26422	179.29352	18.64364	0.6888823	0.21398083	2.7683403	130	3	0.41	M-v	3Eh
K09H58	V 19.6	0.15	K161D	180.03558	50.94511	69.7747	46.99121	0.5836457	0.35290866	1.9831756	56	1	0.53	M-v	3Eh
K09J00	R 21.4	0.15	K161D	359.7695	294.98776	225.5495	8.39731	0.489472	0.43314905	1.7299935	104	2	0.39	M-v	3Eh
K09J05	R 20.2	0.15	K161D	49.10807	309.85493	128.26128	3.94836	0.3513888	0.70308964	1.2525515	103	6	0.38	M-v	3Eh
K09K00	K 20.5	0.15	K161D	182.45356	247.30331	68.18474	18.21616	0.4552784	0.5352195	1.5023857	118	3	0.4	M-v	3Eh
K09K03	D 21.4	0.15	K161D	31.04353	116.60974	38.9839	7.97366	0.6770968	0.30272166	2.196715	22	1	0.34	M-v	3Eh
K09K03	E 18.3	0.15	K161D	179.14057	319.69948	13.99781	5.84066	0.7076516	0.2262925	2.6669975	79	4	0.36	M-v	3Eh
K09K08	K 18.7	0.15	K161D	270.56424	194.01404	120.526	2.27353	0.5941991	0.26451109	2.4034779	84	2	0.51	M-v	3Eh
K09L00	Q 21.7	0.15	K161D	112.6837	243.97566	114.61994	5.38526	0.596995	0.5088288	1.5538947	58	1	0.47	M-v	3Eh
K09L02	W 19.7	0.15	K161D	99.25397	41.06746	101.13034	33.15064	0.2593858	0.74448513	1.2056799	54	2	0.38	M-v	3Eh
K09O00	F 21.5	0.15	K161D	273.40971	218.01089	126.91861	9.37337	0.5987832	0.27305949	2.3530503	172	2	0.35	M-v	3Eh
K09O00	G 16.2	0.15	K161D	148.31334	114.18217	309.41422	48.38788	0.8587627	0.2217046	2.7036652	218	4	0.32	M-v	3Eh
K09Q00	S 22.0	0.15	K161D	49.27082	287.2841	326.41626	8.21795	0.5943537	0.32103241	2.1123707	68	1	0.44	M-v	3Eh
K09Q08	L 19.5	0.15	K161D	107.58632	339.52014	84.52742	4.24004	0.5413733	0.36729182	1.9310575	107	3	0.45	M-v	3Eh
K09R01	V 21.9	0.15	K161D	142.11621	56.43515	2.06962	1.89633	0.6375028	0.22266863	2.695856	60	1	0.53	M-v	3Eh
K09R03	Z 18.7	0.15	K161D	301.78957	114.26557	344.72993	52.66148	0.6753938	0.29992016	2.2103732	77	1	0.42	M-v	3Eh
K09S00	B 20.5	0.15	K161D	302.80388	269.0614	217.74063	5.46112	0.8044408	0.30073252	2.2063909	53	1	0.58	M-v	3Eh
K09S00	N 21.7	0.15	K161D	256.06509	38.06986	344.66097	26.21369	0.316174	0.58521661	1.4155491	26	1	0.61	M-v	3Eh
K09S17	W 19.9	0.15	K161D	53.15682	41.72163	42.76092	8.44409	0.5989085	0.34515738	2.0127567	73	3	0.38	M-v	3Eh
K09S18	G 17.8	0.15	K161D	60.43456	204.13626	177.64632	58.41153	0.6717319	0.18725791	3.0258165	68	2	0.5	M-v	3Eh
K09S19	T 18.3	0.15	K161D	270.10132	336.83922	0.19677	6.72802	0.5946461	0.27152918	2.361883	374	5	0.38	M-v	3Eh
K09T12	K 20.6	0.15	K161D	261.1092	245.32728	245.72637	3.83803	0.5846875	0.4463244	1.6957779	211	4	0.38	M-v	3Eh
K09U00	Q 21.7	0.15	K161D	242.42398	305.98145	8.75287	14.50199	0.5346317	0.41292833	1.7860198	52	1	0.34	M-v	3Eh
K09U03	N 18.5	0.15	K161D	245.80951	338.81564	141.99658	37.43964	0.5760577	0.27773222	2.326583	329	2	0.37	M-v	3Eh
K09U17	Y 20.9	0.15	K161D	281.469	30.5603	202.08139	42.06225	0.3162185	1.33090846	0.818535	18	1	0.15	M-v	3Eh
K09V00	W 21.7	0.15	K161D	241.50949	256.0485	54.45846	7.15451	0.5622104	0.5708351	1.4392258	119	1	0.3	M-v	3Eh
K09V00	Z 21.3	0.15	K161D	221.47752	221.4193	233.71042	12.30686	0.3251093	0.58729521	1.4122072	162	3	0.33	M-v	3Eh
K09V26	A 20.7	0.15	K161D	28.39569	307.44398	230.74185	38.94666	0.3837507	0.52961065	1.5129744	68	2	0.44	M-v	3Eh
K09V44	Q 21.9	0.15	K161D	38.76166	237.85452	46.71162	29.5523	0.7230511	0.64238124	1.3302731	45	1	0.56	M-v	3Eh
K09W01	J 21.2	0.15	K161D	198.32133	194.69688	276.91709	0.61689	0.6741225	0.2544082	2.4666942	50	1	0.43	M-v	3Eh
K09W01	M 20.4	0.15	K161D	302.65438	162.58448	240.28275	25.7647	0.1690188	0.76836325	1.1805698	107	3	0.48	M-v	3Eh
K09WA4	Z 20.0	0.15	K161D	44.4664	10.54179	263.28893	9.83396	0.1927019	1.24571238	0.8554426	1161	3	0.24	M-v	3Eh
K09WA6	O 19.1	0.15	K161D	307.79774	134.59722	281.75333	17.34461	0.3853044	0.61181058	1.3742257	50	3	0.48	M-v	3Eh
K09X00	V 21.0	0.15	K161D	182.89272	326.95022	44.57455	3.33273	0.6854142	0.23889931	2.5723267	102	1	0.44	M-v	3Eh
K09X01	Z 21.7	0.15	K161D	125.0653	152.96228	82.01815	8.15631	0.5337598	1.24505279	0.8557447	146	4	0.37	M-v	3Eh
K09X06	T 20.2	0.15	K161D	336.85147	81.78061	265.14736	5.74032	0.7680395	0.30694116	2.1765365	117	1	0.65	M-v	3Eh
K10A30	F 21.7	0.15	K161D	262.79243	162.76338	62.43975	3.05917	0.3715236	0.64663461	1.3244333	94	4	0.47	M-v	3Eh
K10B02	K 22.0	0.15	K161D	63.42418	72.57948	278.10799	6.04791	0.4479572	1.14760058	0.9035292	70	2	0.38	M-v	3Eh
K10C01	O 21.8	0.15	K161D	222.30057	252.6033	351.60943	24.01761	0.2179882	0.96801592	1.0120789	61	2	0.4	M-v	3Eh
K10C19	F 21.7	0.15	K161D	242.50919	265.24232	154.75132	7.17724	0.2698539	0.75645845	1.1929237	171	3	0.4	M-v	3Eh
K10C44	N 19.6	0.15	K161D	80.25368	302.89638	189.71844	3.84556	0.6768263	0.20506968	2.8479678	95	4	0.49	M-v	3Eh
K10D00	M 19.0	0.15	K161D	38.30052	220.42718	141.27879	5.0508	0.8415429	0.32905733	2.0778858	69	6	0.34	M-v	3Eh
K10D00	O 21.7	0.15	K161D	291.92036	116.75883	154.50787	11.93324	0.7456407	0.48114863	1.6129338	59	2	0.42	M-v	3Eh
K10D56	J 19.3	0.15	K161D	134.64536	309.26271	149.94607	34.84222	0.2454081	0.70532808	1.2499	90	3	0.42	M-v	3Eh
K10E44	F 20.2	0.15	K161D	304.10925	234.73808	174.19272	38.22267	0.887302	0.30478985	2.1867663	66	1	0.37	M-v	3Eh
K10E44	K 19.8	0.15	K161D	58.67133	107.59213	180.77462	11.24782	0.7721323	0.20658851	2.8339919	84	1	0.39	M-v	3Eh
K10F00	Q 20.0	0.15	K161D	44.96347	359.44691	140.46971	10.55456	0.3564071	0.52231249	1.5270354	237	2	0.4	M-v	3Eh
K10F00	R 21.6	0.15	K161D	358.13502	272.54214	167.328	14.2412	0.3652783	0.81892295	1.1314639	154	4	0.43	M-v	3Eh
K10F10	F 21.7	0.15	K161D	189.6162	105.26893	166.20559	5.07659	0.6316372	0.2686267	2.3788657	88	2	0.65	M-v	3Eh
K10F81	C 21.8	0.15	K161D	110.44435	63.64363	144.32444	1.68245	0.6232732	0.22479973	2.6787912	167	1	0.38	M-v	3Eh
K10F81	H 21.6	0.15	K161D	59.27343	158.26195	84.63577	16.79304	0.2104135	0.7264498	1.2255536	63	2	0.42	M-v	3Eh
K10G07	S 21.5	0.15	K161D	94.57426	56.89586	190.91356	9.13337	0.6597896	0.22323596	2.6912865	235	1	0.41	M-v	3Eh
K10G07	T 20.2	0.15	K161D	116.36069	58.02756	75.61188	9.2731	0.6835167	0.22048477	2.713628	153	1	0.4	M-v	3Eh
K10G21	U 21.1	0.15	K161D	268.4065	200.97127	57.22324	3.19018	0.5632612	0.30623317	2.1798899	433	1	0.43	M-v	3Eh
